* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
8072, savanna, minecraft:savanna_plateau, MONSTER, majruszsdifficulty:cursed_armor, 50, 1, 1
8073, savanna, minecraft:savanna_plateau, MONSTER, majruszsdifficulty:illusioner, 10, 1, 1
8074, savanna, minecraft:savanna_plateau, MONSTER, mobz:tank_zombie, 10, 1, 1
8075, savanna, minecraft:savanna_plateau, MONSTER, knights:peasant, 60, 2, 3
8076, savanna, minecraft:savanna_plateau, MONSTER, fantasyfauna:possessed_armor, 20, 1, 1
8077, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:prosperisher_zombie, 50, 1, 2
8078, savanna, minecraft:savanna_plateau, MONSTER, glorious_creatures:psychic_anomaly, 20, 1, 1
8079, savanna, minecraft:savanna_plateau, MONSTER, iter_rpg:scallop, 50, 1, 2
8080, savanna, minecraft:savanna_plateau, MONSTER, ddenizens:shadow, 30, 1, 1
8081, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:shadowfiend, 35, 1, 2
8082, savanna, minecraft:savanna_plateau, MONSTER, ddenizens:shadowlord, 15, 1, 1
8083, savanna, minecraft:savanna_plateau, MONSTER, ddenizens:skeleton_warrior, 50, 1, 2
8084, savanna, minecraft:savanna_plateau, MONSTER, threateningly_mobs:solscarab_maximus, 10, 1, 1
8085, savanna, minecraft:savanna_plateau, MONSTER, mobz:armored_zombie, 70, 1, 1
8086, savanna, minecraft:savanna_plateau, MONSTER, mobz:blue_spider, 20, 2, 3
8087, savanna, minecraft:savanna_plateau, MONSTER, mobz:bowman, 50, 1, 2
8088, savanna, minecraft:savanna_plateau, MONSTER, mobz:dwarf, 10, 1, 1
8089, savanna, minecraft:savanna_plateau, MONSTER, mobz:fast_zombie, 70, 1, 1
8090, savanna, minecraft:savanna_plateau, MONSTER, mobz:honey_slime, 10, 1, 1
8091, savanna, minecraft:savanna_plateau, MONSTER, mobz:iron_steve, 30, 1, 1
8092, savanna, minecraft:savanna_plateau, MONSTER, mobz:lost_skeleton, 70, 1, 1
8093, savanna, minecraft:savanna_plateau, MONSTER, mobz:overgrown_skeleton, 15, 2, 4
8094, savanna, minecraft:savanna_plateau, MONSTER, mobz:purple_spider, 15, 1, 4
8095, savanna, minecraft:savanna_plateau, MONSTER, mobz:tank_zombie, 30, 1, 2
8096, savanna, minecraft:savanna_plateau, MONSTER, mobz:templar, 40, 1, 1
8097, savanna, minecraft:savanna_plateau, MONSTER, mobz:warrior, 10, 1, 2
8098, savanna, minecraft:savanna_plateau, MONSTER, mobz:zombie_mage, 70, 1, 1
8099, savanna, minecraft:savanna_plateau, MONSTER, minecraft:cave_spider, 50, 4, 4
8100, savanna, minecraft:savanna_plateau, MONSTER, specialmobs:endercreeper, 10, 1, 4
8101, savanna, minecraft:savanna_plateau, MONSTER, ddenizens:spectator, 25, 1, 1
8102, savanna, minecraft:savanna_plateau, MONSTER, iter_rpg:spiderling, 10, 5, 8
8103, savanna, minecraft:savanna_plateau, MONSTER, threateningly_mobs:steelboar, 10, 1, 1
8104, savanna, minecraft:savanna_plateau, MONSTER, threateningly_mobs:tall_mouse, 14, 1, 1
8105, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:tremorgue, 25, 1, 2
8106, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:undead_necromancer, 35, 1, 1
8107, savanna, minecraft:savanna_plateau, MONSTER, terramity:uvogre, 10, 1, 1
8108, savanna, minecraft:savanna_plateau, MONSTER, iter_rpg:void_elemental, 40, 1, 1
8109, savanna, minecraft:savanna_plateau, MONSTER, iter_rpg:water_elemental, 20, 1, 2
8110, savanna, minecraft:savanna_plateau, MONSTER, ddenizens:winged_skeleton, 70, 1, 1
8111, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:desert_slime, 60, 1, 3
8112, savanna, minecraft:savanna_plateau, MONSTER, specialmobs:giantskeleton, 70, 1, 1
8113, savanna, minecraft:savanna_plateau, MONSTER, iter_rpg:griever, 30, 1, 1
8114, savanna, minecraft:savanna_plateau, MONSTER, iter_rpg:prismaw, 30, 1, 1
8115, savanna, minecraft:savanna_plateau, CREATURE, minecraft:pig, 20, 1, 1
8116, savanna, minecraft:savanna_plateau, CREATURE, minecraft:pig, 20, 1, 1
8117, savanna, minecraft:savanna_plateau, AMBIENT, valarian_conquest:bandit_1, 20, 1, 1
8118, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:green_slime, 60, 1, 3
8120, savanna, minecraft:savanna_plateau, MONSTER, mobz:small_zombie, 70, 1, 1
8121, savanna, minecraft:savanna_plateau, MONSTER, wrd:petrified_skeletonm, 10, 1, 1
8122, savanna, minecraft:savanna_plateau, MONSTER, valarian_conquest:orc_berserker, 70, 1, 1
8123, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:dungeon_slime, 80, 1, 3
8124, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:corrupt_slime, 15, 1, 3
8125, savanna, minecraft:savanna_plateau, MONSTER, wrd:dirty_skeleton, 40, 1, 1
8126, savanna, minecraft:savanna_plateau, MONSTER, majruszsdifficulty:giant, 50, 1, 1
8128, savanna, minecraft:savanna_plateau, MONSTER, mocreatures:undeadscorpion, 50, 1, 1
8129, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:evil_slime, 80, 1, 3
8130, savanna, minecraft:savanna_plateau, MONSTER, iter_rpg:peeper, 5, 1, 1
8131, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:blue_slime, 50, 1, 3
8132, savanna, minecraft:savanna_plateau, MONSTER, wrd:speared_petrified_skeleton_m, 10, 1, 1
8133, savanna, minecraft:savanna_plateau, MONSTER, wrd:buff_zombie, 10, 1, 1
8134, savanna, minecraft:savanna_plateau, MONSTER, terramity:elite_skeleton, 10, 1, 1
8135, savanna, minecraft:savanna_plateau, MONSTER, mocreatures:silverskeleton, 70, 1, 1
8136, savanna, minecraft:savanna_plateau, MONSTER, iter_rpg:carcass, 30, 1, 1
8137, savanna, minecraft:savanna_plateau, MONSTER, valarian_conquest:orc_warrior, 70, 1, 1
8138, savanna, minecraft:savanna_plateau, MONSTER, iter_rpg:fiend, 60, 1, 1
8141, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:crimson_slime, 15, 1, 3
8142, savanna, minecraft:savanna_plateau, MONSTER, mobz:bigboss, 50, 1, 1
8143, savanna, minecraft:savanna_plateau, MONSTER, specialmobs:bruteskeleton, 70, 1, 1
8144, savanna, minecraft:savanna_plateau, MONSTER, specialmobs:gatlingskeleton, 70, 1, 1
8145, savanna, minecraft:savanna_plateau, MONSTER, specialmobs:knightskeleton, 70, 1, 1
8146, savanna, minecraft:savanna_plateau, MONSTER, specialmobs:ninjaskeleton, 70, 1, 1
8147, savanna, minecraft:savanna_plateau, MONSTER, specialmobs:sniperskeleton, 70, 1, 1
8148, savanna, minecraft:savanna_plateau, MONSTER, specialmobs:brutezombie, 70, 1, 1
8149, savanna, minecraft:savanna_plateau, MONSTER, specialmobs:plaguezombie, 70, 1, 1
8151, savanna, minecraft:savanna_plateau, MONSTER, specialmobs:fishingzombie, 70, 1, 1
8152, savanna, minecraft:savanna_plateau, MONSTER, specialmobs:hungryzombie, 70, 1, 1
8153, savanna, minecraft:savanna_plateau, MONSTER, wrd:bulky_ancient_skeleton, 15, 1, 1
8154, savanna, minecraft:savanna_plateau, MONSTER, wrd:ancient_skeleton_skull, 20, 1, 1
8155, savanna, minecraft:savanna_plateau, MONSTER, specialmobs:minicreeper, 40, 1, 1
8156, savanna, minecraft:savanna_plateau, MONSTER, valarian_conquest:gardonian_knight, 5, 1, 1
8157, savanna, minecraft:savanna_plateau, MONSTER, valarian_conquest:visgothian_archer, 30, 1, 1
8158, savanna, minecraft:savanna_plateau, MONSTER, valarian_conquest:orc_raider, 10, 1, 1
8159, savanna, minecraft:savanna_plateau, MONSTER, valarian_conquest:numerian_spearman, 20, 1, 1
8161, savanna, minecraft:savanna_plateau, MONSTER, wrd:antlion, 70, 1, 1
8162, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:antlion_swarmer, 70, 1, 1
8163, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:giant_antlion_swarmer, 70, 1, 1
8164, savanna, minecraft:savanna_plateau, CREATURE, minecraft:pig, 20, 1, 1
8165, savanna, minecraft:savanna_plateau, CREATURE, minecraft:pig, 20, 1, 1
8166, savanna, minecraft:savanna_plateau, CREATURE, minecraft:pig, 20, 1, 1
8167, savanna, minecraft:savanna_plateau, CREATURE, minecraft:pig, 20, 1, 1
8168, savanna, minecraft:savanna_plateau, CREATURE, minecraft:pig, 20, 1, 1
8169, savanna, minecraft:savanna_plateau, CREATURE, minecraft:pig, 20, 1, 1
8170, savanna, minecraft:savanna_plateau, CREATURE, minecraft:sheep, 12, 4, 4
8171, savanna, minecraft:savanna_plateau, CREATURE, minecraft:pig, 10, 4, 4
8172, savanna, minecraft:savanna_plateau, CREATURE, minecraft:chicken, 10, 4, 4
8173, savanna, minecraft:savanna_plateau, CREATURE, minecraft:cow, 10, 4, 4
8174, savanna, minecraft:savanna_plateau, CREATURE, minecraft:horse, 10, 2, 6
8175, savanna, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 10, 1, 1
8176, savanna, minecraft:savanna_plateau, CREATURE, minecraft:llama, 10, 4, 4
8177, savanna, minecraft:savanna_plateau, CREATURE, world:appleent, 80, 1, 1
8178, savanna, minecraft:savanna_plateau, CREATURE, world:dryad_2, 80, 1, 1
8179, savanna, minecraft:savanna_plateau, CREATURE, world:dryad, 80, 1, 1
8180, savanna, minecraft:savanna_plateau, CREATURE, mythicmounts:firebird, 10, 1, 1
8181, savanna, minecraft:savanna_plateau, CREATURE, threateningly_mobs:flame_horn_re, 10, 1, 2
8182, savanna, minecraft:savanna_plateau, CREATURE, iceandfire:hippogryph, 60, 1, 1
8183, savanna, minecraft:savanna_plateau, CREATURE, iceandfire:cockatrice, 40, 1, 2
8184, savanna, minecraft:savanna_plateau, CREATURE, terra_entity:bunny, 10, 1, 2
8185, savanna, minecraft:savanna_plateau, CREATURE, terra_entity:squirrel, 10, 1, 2
8186, savanna, minecraft:savanna_plateau, CREATURE, terra_entity:duck, 10, 1, 2
8187, savanna, minecraft:savanna_plateau, CREATURE, terra_entity:bird, 10, 1, 2
8188, savanna, minecraft:savanna_plateau, CREATURE, terra_entity:blue_jay, 10, 1, 2
8189, savanna, minecraft:savanna_plateau, CREATURE, terra_entity:cardinal, 10, 1, 2
8190, savanna, minecraft:savanna_plateau, CREATURE, mocreatures:wildhorse, 12, 1, 4
8191, savanna, minecraft:savanna_plateau, CREATURE, mocreatures:lion, 10, 1, 3
8192, savanna, minecraft:savanna_plateau, CREATURE, mocreatures:leopard, 10, 1, 2
8193, savanna, minecraft:savanna_plateau, CREATURE, mocreatures:elephant, 10, 1, 2
8194, savanna, minecraft:savanna_plateau, CREATURE, mocreatures:ostrich, 10, 1, 1
8195, savanna, minecraft:savanna_plateau, CREATURE, mocreatures:komododragon, 12, 1, 2
8196, savanna, minecraft:savanna_plateau, CREATURE, mocreatures:filchlizard, 10, 1, 2
8197, savanna, minecraft:savanna_plateau, CREATURE, mobz:brown_bear, 30, 2, 3
8198, savanna, minecraft:savanna_plateau, CREATURE, mobz:dirty_boar, 10, 1, 3
8199, savanna, minecraft:savanna_plateau, CREATURE, mobz:fiora, 10, 1, 1
8200, savanna, minecraft:savanna_plateau, CREATURE, mobz:golden_chicken, 10, 1, 2
8201, savanna, minecraft:savanna_plateau, CREATURE, mobz:katherine, 10, 1, 1
8202, savanna, minecraft:savanna_plateau, CREATURE, mobz:wild_boar, 10, 2, 4
8203, savanna, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
8204, savanna, minecraft:savanna_plateau, AMBIENT, terramity:blue_fairy, 10, 1, 2
8205, savanna, minecraft:savanna_plateau, AMBIENT, ddenizens:boulder, 35, 1, 1
8206, savanna, minecraft:savanna_plateau, AMBIENT, terramity:cave_gnome, 15, 1, 3
8207, savanna, minecraft:savanna_plateau, AMBIENT, mythicmounts:dragon, 10, 1, 1
8208, savanna, minecraft:savanna_plateau, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
8209, savanna, minecraft:savanna_plateau, AMBIENT, terramity:green_fairy, 10, 2, 3
8210, savanna, minecraft:savanna_plateau, AMBIENT, mocreatures:bee, 10, 1, 2
8211, savanna, minecraft:savanna_plateau, AMBIENT, mocreatures:roach, 10, 1, 2
8212, savanna, minecraft:savanna_plateau, AMBIENT, mocreatures:butterfly, 12, 1, 4
8213, savanna, minecraft:savanna_plateau, AMBIENT, mocreatures:ant, 12, 1, 4
8214, savanna, minecraft:savanna_plateau, AMBIENT, mocreatures:grasshopper, 10, 1, 2
8215, savanna, minecraft:savanna_plateau, AMBIENT, terramity:pink_fairy, 10, 1, 2
8216, savanna, minecraft:savanna_plateau, AMBIENT, mobz:tiny_spider, 10, 1, 1
8217, savanna, minecraft:savanna_plateau, CREATURE, terra_entity:traveling_merchant, 10, 1, 1
8218, savanna, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
8219, savanna, minecraft:savanna_plateau, WATER_CREATURE, world:hydra, 80, 1, 1
8220, savanna, minecraft:savanna_plateau, WATER_CREATURE, world:kraken, 80, 1, 1
8221, none, terramity:scorched_caves, MONSTER, minecraft:zombie, 80, 1, 1
8222, none, terramity:scorched_caves, MONSTER, minecraft:skeleton, 80, 1, 1
8223, none, terramity:scorched_caves, MONSTER, minecraft:creeper, 80, 1, 1
8224, none, terramity:scorched_caves, MONSTER, creatures_expanded:abomination, 20, 1, 1
8225, none, terramity:scorched_caves, MONSTER, iter_rpg:air_elemental, 15, 1, 2
8226, none, terramity:scorched_caves, MONSTER, iter_rpg:bloated, 10, 1, 1
8227, none, terramity:scorched_caves, MONSTER, creatures_expanded:brood_spider, 35, 1, 1
8228, none, terramity:scorched_caves, MONSTER, creatures_expanded:crumbling_skeleton, 50, 1, 1
8229, none, terramity:scorched_caves, MONSTER, creatures_expanded:crystalline_golem, 20, 1, 1
8230, none, terramity:scorched_caves, MONSTER, creatures_expanded:crystalline_spider, 45, 1, 3
8231, none, terramity:scorched_caves, MONSTER, creatures_expanded:embersmog, 40, 1, 3
8232, none, terramity:scorched_caves, MONSTER, iter_rpg:event_spawn, 20, 1, 1
8233, none, terramity:scorched_caves, MONSTER, creatures_expanded:fungal_ghoul, 60, 1, 2
8234, none, terramity:scorched_caves, MONSTER, creatures_expanded:gargoyle, 50, 1, 3
8235, none, terramity:scorched_caves, MONSTER, iter_rpg:giant_spider, 10, 1, 1
8236, none, terramity:scorched_caves, MONSTER, creatures_expanded:gloomknight, 5, 1, 1
8237, none, terramity:scorched_caves, MONSTER, creatures_expanded:gloomweaver, 30, 1, 2
8238, none, terramity:scorched_caves, MONSTER, creatures_expanded:gnasheart, 60, 1, 4
8239, none, terramity:scorched_caves, MONSTER, creatures_expanded:graven, 36, 3, 5
8240, none, terramity:scorched_caves, MONSTER, creatures_expanded:miststalker, 40, 1, 1
8241, none, terramity:scorched_caves, MONSTER, fantasyfauna:possessed_armor, 20, 1, 1
8242, none, terramity:scorched_caves, MONSTER, creatures_expanded:prosperisher_zombie, 50, 1, 2
8243, none, terramity:scorched_caves, MONSTER, iter_rpg:scallop, 50, 1, 2
8244, none, terramity:scorched_caves, MONSTER, creatures_expanded:shadowfiend, 35, 1, 2
8245, none, terramity:scorched_caves, MONSTER, iter_rpg:spiderling, 10, 5, 8
8246, none, terramity:scorched_caves, MONSTER, creatures_expanded:tremorgue, 25, 1, 2
8247, none, terramity:scorched_caves, MONSTER, creatures_expanded:undead_necromancer, 35, 1, 1
8248, none, terramity:scorched_caves, MONSTER, terramity:uvogre, 10, 1, 1
8249, none, terramity:scorched_caves, MONSTER, iter_rpg:void_elemental, 40, 1, 1
8250, none, terramity:scorched_caves, MONSTER, iter_rpg:water_elemental, 20, 1, 2
8251, none, terramity:scorched_caves, MONSTER, specialmobs:bruteskeleton, 70, 1, 1
8252, none, terramity:scorched_caves, MONSTER, specialmobs:gatlingskeleton, 70, 1, 1
8253, none, terramity:scorched_caves, MONSTER, specialmobs:knightskeleton, 70, 1, 1
8254, none, terramity:scorched_caves, MONSTER, specialmobs:ninjaskeleton, 70, 1, 1
8255, none, terramity:scorched_caves, MONSTER, specialmobs:sniperskeleton, 70, 1, 1
8256, none, terramity:scorched_caves, MONSTER, specialmobs:brutezombie, 70, 1, 1
8257, none, terramity:scorched_caves, MONSTER, specialmobs:plaguezombie, 70, 1, 1
8259, none, terramity:scorched_caves, MONSTER, specialmobs:fishingzombie, 70, 1, 1
8260, none, terramity:scorched_caves, MONSTER, specialmobs:hungryzombie, 70, 1, 1
8261, none, terramity:scorched_caves, MONSTER, wrd:bulky_ancient_skeleton, 15, 1, 1
8262, none, terramity:scorched_caves, MONSTER, wrd:ancient_skeleton_skull, 20, 1, 1
8263, none, terramity:scorched_caves, MONSTER, specialmobs:minicreeper, 40, 1, 1
8264, none, terramity:scorched_caves, MONSTER, valarian_conquest:gardonian_knight, 5, 1, 1
8265, none, terramity:scorched_caves, MONSTER, valarian_conquest:visgothian_archer, 30, 1, 1
8266, none, terramity:scorched_caves, MONSTER, valarian_conquest:orc_raider, 10, 1, 1
8267, none, terramity:scorched_caves, MONSTER, valarian_conquest:numerian_spearman, 20, 1, 1
8269, none, terramity:scorched_caves, AMBIENT, terramity:blue_fairy, 10, 1, 2
8270, none, terramity:scorched_caves, AMBIENT, terramity:cave_gnome, 15, 1, 3
8271, none, terramity:scorched_caves, AMBIENT, terramity:green_fairy, 10, 2, 3
8272, none, terramity:scorched_caves, AMBIENT, terramity:pink_fairy, 10, 1, 2
8273, none, terramity:scorched_caves, WATER_CREATURE, world:hydra, 80, 1, 1
8274, none, terramity:scorched_caves, WATER_CREATURE, world:kraken, 80, 1, 1
8275, the_end, minecraft:small_end_islands, MONSTER, minecraft:enderman, 20, 4, 4
8276, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:abomination, 20, 1, 1
8277, the_end, minecraft:small_end_islands, MONSTER, iter_rpg:air_elemental, 15, 1, 2
8278, the_end, minecraft:small_end_islands, MONSTER, iter_rpg:bloated, 10, 1, 1
8279, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:brood_spider, 35, 1, 1
8280, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:crumbling_skeleton, 50, 1, 1
8281, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:crystalline_golem, 20, 1, 1
8282, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:crystalline_spider, 45, 1, 3
8283, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:embersmog, 40, 1, 3
8284, the_end, minecraft:small_end_islands, MONSTER, iter_rpg:event_spawn, 20, 1, 1
8285, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:fungal_ghoul, 60, 1, 2
8286, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:gargoyle, 50, 1, 3
8287, the_end, minecraft:small_end_islands, MONSTER, iter_rpg:giant_spider, 10, 1, 1
8288, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:gloomknight, 5, 1, 1
8289, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:gloomweaver, 30, 1, 2
8290, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:gnasheart, 60, 1, 4
8291, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:graven, 36, 3, 5
8292, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:miststalker, 40, 1, 1
8293, the_end, minecraft:small_end_islands, MONSTER, fantasyfauna:possessed_armor, 20, 1, 1
8294, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:prosperisher_zombie, 50, 1, 2
8295, the_end, minecraft:small_end_islands, MONSTER, iter_rpg:scallop, 50, 1, 2
8296, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:shadowfiend, 35, 1, 2
8297, the_end, minecraft:small_end_islands, MONSTER, mobz:ender, 10, 1, 3
8298, the_end, minecraft:small_end_islands, MONSTER, mobz:ender_knight, 10, 1, 1
8299, the_end, minecraft:small_end_islands, MONSTER, mobz:ender_zombie, 10, 1, 3
8300, the_end, minecraft:small_end_islands, MONSTER, specialmobs:endercreeper, 10, 4, 4
8301, the_end, minecraft:small_end_islands, MONSTER, iter_rpg:spiderling, 10, 5, 8
8302, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:tremorgue, 25, 1, 2
8303, the_end, minecraft:small_end_islands, MONSTER, creatures_expanded:undead_necromancer, 35, 1, 1
8304, the_end, minecraft:small_end_islands, MONSTER, terramity:uvogre, 10, 1, 1
8305, the_end, minecraft:small_end_islands, MONSTER, iter_rpg:void_elemental, 40, 1, 1
8306, the_end, minecraft:small_end_islands, MONSTER, iter_rpg:water_elemental, 20, 1, 2
8307, the_end, minecraft:small_end_islands, MONSTER, specialmobs:bruteskeleton, 70, 1, 1
8308, the_end, minecraft:small_end_islands, MONSTER, specialmobs:gatlingskeleton, 70, 1, 1
8309, the_end, minecraft:small_end_islands, MONSTER, specialmobs:knightskeleton, 70, 1, 1
8310, the_end, minecraft:small_end_islands, MONSTER, specialmobs:ninjaskeleton, 70, 1, 1
8311, the_end, minecraft:small_end_islands, MONSTER, specialmobs:sniperskeleton, 70, 1, 1
8312, the_end, minecraft:small_end_islands, MONSTER, specialmobs:brutezombie, 70, 1, 1
8313, the_end, minecraft:small_end_islands, MONSTER, specialmobs:plaguezombie, 70, 1, 1
8315, the_end, minecraft:small_end_islands, MONSTER, specialmobs:fishingzombie, 70, 1, 1
8316, the_end, minecraft:small_end_islands, MONSTER, specialmobs:hungryzombie, 70, 1, 1
8317, the_end, minecraft:small_end_islands, MONSTER, wrd:bulky_ancient_skeleton, 15, 1, 1
8318, the_end, minecraft:small_end_islands, MONSTER, wrd:ancient_skeleton_skull, 20, 1, 1
8319, the_end, minecraft:small_end_islands, MONSTER, specialmobs:minicreeper, 40, 1, 1
8320, the_end, minecraft:small_end_islands, MONSTER, valarian_conquest:gardonian_knight, 5, 1, 1
8321, the_end, minecraft:small_end_islands, MONSTER, valarian_conquest:visgothian_archer, 30, 1, 1
8322, the_end, minecraft:small_end_islands, MONSTER, valarian_conquest:orc_raider, 10, 1, 1
